created_at,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,platform,region,date,refined_issue
2024-01-31T05:14:27,individual,email,data_export,account_access,low,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,Currently dealing with this issue: i cannot access my account; the system says my account password is incorrect. after the last update,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,It appears that i cannot sign in; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,It appears that i cannot access my account; the system says my login password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,There seems to be a problem: i cannot log into my account; the system says my login password is incorrect. for a while now,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I'm experiencing an issue where i cannot access my account; the system says my login password is incorrect. every time I try,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,It appears that i cannot sign in; the system says my login password is incorrect. every time I try,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I'm having trouble because i cannot log into my account; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I noticed that i cannot log into my account; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I'm facing a situation where i cannot log into my account; the system says my login password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,Something is wrong — i cannot sign in; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I'm having trouble because i cannot access my account; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I'm experiencing an issue where i cannot log into my account; the system says my login password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,It appears that i cannot log into my account; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I'm facing a situation where i cannot sign in; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,It appears that i cannot access my account; the system says my login password is incorrect. since yesterday,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I'm facing a situation where i cannot log into my account; the system says my login password is incorrect. for a while now,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,It appears that i cannot log into my account; the system says my account password is incorrect. since yesterday,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,There seems to be a problem: i cannot access my account; the system says my account password is incorrect. since yesterday,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,Something is wrong — i cannot access my account; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,Can you help? i cannot access my account; the system says my login password is incorrect. after the last update,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,I noticed that i cannot sign in; the system says my account password is incorrect. after the last update,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
2024-01-31T05:14:27,individual,email,data_export,,low,resolved,standard,Something is wrong — i cannot log into my account; the system says my account password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,36.53,0.0,very_negative,1.0,android,EU,2024-01-31 05:14:27,account_password_issue
